Level,Date and Time,Source,Event ID,Task Category,Log,Computer,
Error,10/6/2017 8:39,EventCreate,1,None,Application,djkvdihost224.jakarta01.com,JAKARTA01\Helena  
Error,10/6/2017 8:38,EventCreate,1,None,Application,djkvdihost062.jakarta01.com,JAKARTA01\inna  
Error,10/6/2017 8:38,EventCreate,1,None,Application,djkvdihost062.jakarta01.com,JAKARTA01\inna  
Error,10/6/2017 8:39,EventCreate,1,None,Application,djkvdihost199.jakarta01.com,JAKARTA01\andriana  
Error,10/6/2017 8:38,EventCreate,1,None,Application,djkvdihost441.jakarta01.com,JAKARTA01\teddy  
Error,10/6/2017 8:38,EventCreate,1,None,Application,djkvdihost062.jakarta01.com,JAKARTA01\inna  
Error,10/6/2017 8:38,EventCreate,1,None,Application,djkvdihost297.jakarta01.com,JAKARTA01\Rio  
Error,10/6/2017 8:38,EventCreate,1,None,Application,djkvdihost250.jakarta01.com,JAKARTA01\aryani  
Error,10/6/2017 8:37,EventCreate,1,None,Application,djkvdihost722.jakarta01.com,JAKARTA01\Marlina  
Error,10/6/2017 8:37,EventCreate,1,None,Application,djkvdihost106.jakarta01.com,JAKARTA01\ferdiansyah  
Error,10/6/2017 8:37,EventCreate,1,None,Application,djkvdihost070.jakarta01.com,JAKARTA01\dolly  
Error,10/6/2017 8:36,EventCreate,1,None,Application,djkvdihost271.jakarta01.com,JAKARTA01\karmelita  
Error,10/6/2017 8:36,EventCreate,1,None,Application,djkvdihost020.jakarta01.com,JAKARTA01\erik  
Error,10/6/2017 8:35,EventCreate,1,None,Application,djkvdihost020.jakarta01.com,JAKARTA01\erik  
Error,10/6/2017 8:35,EventCreate,1,None,Application,djkvdihost725.jakarta01.com,JAKARTA01\Bryant  
Error,10/6/2017 8:35,EventCreate,1,None,Application,djkvdihost545.jakarta01.com,JAKARTA01\kunthi  
Error,10/6/2017 8:35,EventCreate,1,None,Application,djkvdihost166.jakarta01.com,JAKARTA01\Ronald Hertanto  
Error,10/6/2017 8:35,EventCreate,1,None,Application,djkvdihost008.jakarta01.com,JAKARTA01\enrikko  
Error,10/6/2017 8:34,Application Error,1000,-100,Application,djkvdihost008.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1438
Faulting application start time: 0x01d33e3fa8d42068
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 8fb44898-aa36-11e7-81af-0050569f4d38"
Error,10/6/2017 8:35,EventCreate,1,None,Application,djkvdihost678.jakarta01.com,JAKARTA01\yudistira  
Error,10/6/2017 8:34,EventCreate,1,None,Application,djkvdihost424.jakarta01.com,JAKARTA01\valery  
Error,10/6/2017 8:34,Application Error,1000,-100,Application,djkvdihost424.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d33dc269535acd
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 83d37b71-aa36-11e7-87c3-0050569f20ab"
Error,10/6/2017 8:33,EventCreate,1,None,Application,djkvdihost498.jakarta01.com,JAKARTA01\rara  
Error,10/6/2017 8:33,Application Error,1000,-100,Application,djkvdihost498.jakarta01.com,"Faulting application name: lync.exe, version: 15.0.4919.1000, time stamp: 0x58c7ab1e
Faulting module name: mshtml.dll, version: 11.0.9600.18639, time stamp: 0x58d6c720
Exception code: 0xc0000005
Fault offset: 0x0013a2cc
Faulting process id: 0x11e8
Faulting application start time: 0x01d33e3d34867e4c
Faulting application path: C:\Program Files\Microsoft Office\Office15\lync.exe
Faulting module path: C:\Windows\System32\mshtml.dll
Report Id: 6a53e42f-aa36-11e7-8338-0050569f1363"
Error,10/6/2017 8:34,EventCreate,1,None,Application,djkvdihost899.jakarta01.com,JAKARTA01\adi prasetio  
Error,10/6/2017 8:33,EventCreate,1,None,Application,djkvdihost424.jakarta01.com,JAKARTA01\valery  
Error,10/6/2017 8:33,EventCreate,1,None,Application,djkvdihost266.jakarta01.com,JAKARTA01\Festy  
Error,10/6/2017 8:33,EventCreate,1,None,Application,djkvdihost359.jakarta01.com,JAKARTA01\zahra  
Error,10/6/2017 8:32,EventCreate,1,None,Application,djkvdihost748.jakarta01.com,JAKARTA01\MFIRMAN  
Error,10/6/2017 8:32,EventCreate,1,None,Application,djkvdihost278.jakarta01.com,JAKARTA01\guestisd27  
Error,10/6/2017 8:32,EventCreate,1,None,Application,djkvdihost427.jakarta01.com,JAKARTA01\yusi  
Error,10/6/2017 8:32,Application Error,1000,-100,Application,djkvdihost427.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x12e8
Faulting application start time: 0x01d33e3b9cc0f09d
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 28832f12-aa36-11e7-a60e-0050569f4f73"
Error,10/6/2017 8:32,Application Error,1000,-100,Application,djkvdihost748.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000
Exception code: 0xc0000005
Fault offset: 0x7ff18238
Faulting process id: 0x1b50
Faulting application start time: 0x01d33e42d8656af4
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: unknown
Report Id: 389f6b54-aa36-11e7-91c5-0050569f6f59"
Error,10/6/2017 8:31,EventCreate,1,None,Application,djkvdihost416.jakarta01.com,JAKARTA01\AdhiNu  
Error,10/6/2017 8:32,EventCreate,1,None,Application,djkvdihost168.jakarta01.com,JAKARTA01\kurniawan  
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost365.jakarta01.com,JAKARTA01\guestisd25  
Error,10/6/2017 8:31,EventCreate,1,None,Application,djkvdihost416.jakarta01.com,JAKARTA01\AdhiNu  
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost608.jakarta01.com,JAKARTA01\chandra  
Error,10/6/2017 8:30,Application Error,1000,-100,Application,djkvdihost608.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000
Exception code: 0xc0000005
Fault offset: 0x7ff2c31b
Faulting process id: 0x1ad0
Faulting application start time: 0x01d33e3e8ba385a8
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: unknown
Report Id: f798e952-aa35-11e7-89e3-0050569f0de5"
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost429.jakarta01.com,JAKARTA01\boby  
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost214.jakarta01.com,JAKARTA01\nyimas  
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost160.jakarta01.com,JAKARTA01\tasin  
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost209.jakarta01.com,JAKARTA01\vita  
Error,10/6/2017 8:30,EventCreate,1,None,Application,djkvdihost529.jakarta01.com,JAKARTA01\amelinda  
Error,10/6/2017 8:29,EventCreate,1,None,Application,djkvdihost440.jakarta01.com,JAKARTA01\abdulas  
Error,10/6/2017 8:29,EventCreate,1,None,Application,djkvdihost748.jakarta01.com,JAKARTA01\MFIRMAN  
Error,10/6/2017 8:29,EventCreate,1,None,Application,djkvdihost365.jakarta01.com,JAKARTA01\guestisd25  
Error,10/6/2017 8:29,EventCreate,1,None,Application,djkvdihost093.jakarta01.com,JAKARTA01\guestisd34  
Error,10/6/2017 8:29,EventCreate,1,None,Application,djkvdihost254.jakarta01.com,JAKARTA01\taty  
Error,10/6/2017 8:28,EventCreate,1,None,Application,djkvdihost687.jakarta01.com,JAKARTA01\Linda Marshelia  
Error,10/6/2017 8:28,EventCreate,1,None,Application,djkvdihost588.jakarta01.com,JAKARTA01\panji ndaru  
Error,10/6/2017 8:27,EventCreate,1,None,Application,djkvdihost131.jakarta01.com,JAKARTA01\titis  
Error,10/6/2017 8:27,EventCreate,1,None,Application,djkvdihost131.jakarta01.com,JAKARTA01\titis  
Error,10/6/2017 8:28,EventCreate,1,None,Application,djkvdihost590.jakarta01.com,JAKARTA01\ramantid  
Error,10/6/2017 8:28,EventCreate,1,None,Application,djkvdihost605.jakarta01.com,JAKARTA01\anderson  
Error,10/6/2017 8:28,EventCreate,1,None,Application,djkvdihost579.jakarta01.com,JAKARTA01\Rosulla  
Error,10/6/2017 8:27,EventCreate,1,None,Application,djkvdihost687.jakarta01.com,JAKARTA01\Linda Marshelia  
Error,10/6/2017 8:26,EventCreate,1,None,Application,djkvdihost479.jakarta01.com,JAKARTA01\muhdi  
Error,10/6/2017 8:26,Application Error,1000,-100,Application,djkvdihost479.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: Flash32_20_0_0_286.ocx, version: 20.0.0.286, time stamp: 0x56944dbe
Exception code: 0xc0000005
Fault offset: 0x000d9900
Faulting process id: 0x1dcc
Faulting application start time: 0x01d33e3fbb2cc1de
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: C:\Windows\system32\Macromed\Flash\Flash32_20_0_0_286.ocx
Report Id: 5cc908be-aa35-11e7-bed1-0050569f1fac"
Error,10/6/2017 8:26,EventCreate,1,None,Application,djkvdihost647.jakarta01.com,JAKARTA01\cinta  
Error,10/6/2017 8:26,EventCreate,1,None,Application,djkvdihost135.jakarta01.com,JAKARTA01\fathiya  
Error,10/6/2017 8:26,EventCreate,1,None,Application,djkvdihost650.jakarta01.com,JAKARTA01\Siti Atikah  
Error,10/6/2017 8:26,EventCreate,1,None,Application,djkvdihost770.jakarta01.com,JAKARTA01\giandripn  
Error,10/6/2017 8:25,EventCreate,1,None,Application,djkvdihost589.jakarta01.com,JAKARTA01\Anton 2  
Error,10/6/2017 8:25,EventCreate,1,None,Application,djkvdihost083.jakarta01.com,JAKARTA01\GuestISD42  
Error,10/6/2017 8:25,EventCreate,1,None,Application,djkvdihost395.jakarta01.com,JAKARTA01\dina  
Error,10/6/2017 8:25,EventCreate,1,None,Application,djkvdihost192.jakarta01.com,JAKARTA01\AdindaGita  
Error,10/6/2017 8:25,EventCreate,1,None,Application,djkvdihost119.jakarta01.com,JAKARTA01\kristiana  
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost804.jakarta01.com,JAKARTA01\eddy  
Error,10/6/2017 8:24,Application Error,1000,-100,Application,djkvdihost804.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x004870b2
Faulting process id: 0x19d0
Faulting application start time: 0x01d33e3923da13f4
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 1d3d97bc-aa35-11e7-a347-0050569f33bf"
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost011.jakarta01.com,JAKARTA01\novianti  
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost347.jakarta01.com,JAKARTA01\srahma  
Error,10/6/2017 8:24,Application Error,1000,-100,Application,djkvdihost347.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1da8
Faulting application start time: 0x01d33e3bdb765109
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 08112975-aa35-11e7-ad6f-0050569f08e4"
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost552.jakarta01.com,JAKARTA01\andrik  
Error,10/6/2017 8:23,EventCreate,1,None,Application,djkvdihost409.jakarta01.com,JAKARTA01\augtiaji  
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost356.jakarta01.com,JAKARTA01\janu  
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost323.jakarta01.com,JAKARTA01\pahlevi  
Error,10/6/2017 8:24,EventCreate,1,None,Application,djkvdihost180.jakarta01.com,JAKARTA01\WILLIAM  
Error,10/6/2017 8:23,EventCreate,1,None,Application,djkvdihost236.jakarta01.com,JAKARTA01\elvina  
Error,10/6/2017 8:23,EventCreate,1,None,Application,djkvdihost367.jakarta01.com,JAKARTA01\achmadr  
Error,10/6/2017 8:23,EventCreate,1,None,Application,djkvdihost288.jakarta01.com,JAKARTA01\guestisd03  
Error,10/6/2017 8:23,EventCreate,1,None,Application,djkvdihost181.jakarta01.com,JAKARTA01\chris  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost236.jakarta01.com,JAKARTA01\elvina  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost409.jakarta01.com,JAKARTA01\augtiaji  
Error,10/6/2017 8:23,Application Error,1000,-100,Application,djkvdihost367.jakarta01.com,"Faulting application name: EXCEL.EXE, version: 15.0.4919.1000, time stamp: 0x58c7ab0f
Faulting module name: EXCEL.EXE, version: 15.0.4919.1000, time stamp: 0x58c7ab0f
Exception code: 0xc0000005
Fault offset: 0x0065cfd4
Faulting process id: 0x1c84
Faulting application start time: 0x01d33e3ea6c3ca03
Faulting application path: C:\Program Files\Microsoft Office\Office15\EXCEL.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\EXCEL.EXE
Report Id: e7a46ea3-aa34-11e7-aebe-0050569f32b7"
Error,10/6/2017 8:23,EventCreate,1,None,Application,djkvdihost809.jakarta01.com,JAKARTA01\dadang  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost671.jakarta01.com,JAKARTA01\aditya ny  
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost671.jakarta01.com,JAKARTA01\aditya ny  
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost671.jakarta01.com,JAKARTA01\aditya ny  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost571.jakarta01.com,JAKARTA01\brenda  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost409.jakarta01.com,JAKARTA01\augtiaji  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost405.jakarta01.com,JAKARTA01\ardiana  
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost882.jakarta01.com,JAKARTA01\khalid  
Error,10/6/2017 8:21,Application Error,1000,-100,Application,djkvdihost882.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000
Exception code: 0xc0000005
Fault offset: 0x7ff1a238
Faulting process id: 0xf48
Faulting application start time: 0x01d33e3e5f17b65e
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: unknown
Report Id: b840e137-aa34-11e7-8071-0050569f72cd"
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost671.jakarta01.com,JAKARTA01\aditya ny  
Error,10/6/2017 8:22,EventCreate,1,None,Application,djkvdihost236.jakarta01.com,JAKARTA01\elvina  
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost416.jakarta01.com,JAKARTA01\clarissa  
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost488.jakarta01.com,JAKARTA01\widiasmara  
Error,10/6/2017 8:21,EventCreate,1,None,Application,djkvdihost073.jakarta01.com,JAKARTA01\rudini  
Error,10/6/2017 8:20,EventCreate,1,None,Application,djkvdihost571.jakarta01.com,JAKARTA01\brenda  
Error,10/6/2017 8:20,EventCreate,1,None,Application,djkvdihost406.jakarta01.com,JAKARTA01\Winda  
Error,10/6/2017 8:20,EventCreate,1,None,Application,djkvdihost622.jakarta01.com,JAKARTA01\rasyid  
Error,10/6/2017 8:20,Application Error,1000,-100,Application,djkvdihost622.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x63c
Faulting application start time: 0x01d33e3ff58e6663
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 7c7f8821-aa34-11e7-aba3-0050569f1e5e"
Error,10/6/2017 8:20,EventCreate,1,None,Application,djkvdihost144.jakarta01.com,JAKARTA01\Dilla  
Error,10/6/2017 8:20,EventCreate,1,None,Application,djkvdihost005.jakarta01.com,JAKARTA01\Arfilia  
Error,10/6/2017 8:19,EventCreate,1,None,Application,djkvdihost310.jakarta01.com,JAKARTA01\Elisabeth  
Error,10/6/2017 8:19,Application Error,1000,-100,Application,djkvdihost310.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: MSHTML.dll, version: 11.0.9600.18639, time stamp: 0x58d6c720
Exception code: 0xc0000005
Fault offset: 0x000ac604
Faulting process id: 0x718
Faulting application start time: 0x01d33e400aad2ed2
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: C:\Windows\system32\MSHTML.dll
Report Id: 69da0438-aa34-11e7-99ee-0050569f76c4"
Error,10/6/2017 8:19,EventCreate,1,None,Application,djkvdihost571.jakarta01.com,JAKARTA01\brenda  
Error,10/6/2017 8:19,Application Error,1000,-100,Application,djkvdihost571.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x63c
Faulting application start time: 0x01d33e40f0d1757c
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 677ec820-aa34-11e7-8eca-0050569f678d"
Error,10/6/2017 8:20,EventCreate,1,None,Application,djkvdihost005.jakarta01.com,JAKARTA01\Arfilia  
Error,10/6/2017 8:19,EventCreate,1,None,Application,djkvdihost108.jakarta01.com,JAKARTA01\sari  
Error,10/6/2017 8:19,EventCreate,1,None,Application,djkvdihost410.jakarta01.com,JAKARTA01\astio  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost455.jakarta01.com,JAKARTA01\ibahtiar  
Error,10/6/2017 8:19,EventCreate,1,None,Application,djkvdihost571.jakarta01.com,JAKARTA01\brenda  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost674.jakarta01.com,JAKARTA01\gerald  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost103.jakarta01.com,JAKARTA01\janna  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost258.jakarta01.com,JAKARTA01\nora  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost698.jakarta01.com,JAKARTA01\diah dwi  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost260.jakarta01.com,JAKARTA01\ghozia  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost436.jakarta01.com,JAKARTA01\mayang  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost110.jakarta01.com,JAKARTA01\Widi Anggraeni  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost604.jakarta01.com,JAKARTA01\nadea  
Error,10/6/2017 8:18,EventCreate,1,None,Application,djkvdihost544.jakarta01.com,JAKARTA01\Listya  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost787.jakarta01.com,JAKARTA01\idams  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost688.jakarta01.com,JAKARTA01\ALFIYAH  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost820.jakarta01.com,JAKARTA01\RatiAF  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost720.jakarta01.com,JAKARTA01\paramita  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost698.jakarta01.com,JAKARTA01\diah dwi  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost016.jakarta01.com,JAKARTA01\nunu  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost049.jakarta01.com,JAKARTA01\Hasna  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost455.jakarta01.com,JAKARTA01\ibahtiar  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost376.jakarta01.com,JAKARTA01\puty  
Error,10/6/2017 8:17,EventCreate,1,None,Application,djkvdihost339.jakarta01.com,JAKARTA01\guestisd36  
